G7680	yhcM	b3232	ECK3221	zapE	G7680-MONOMER		cell division protein ZapE	cell division protein ZapE // ZapE // YhcM // cell division factor ZapE with ATPase activity	zapE // yhcM // b3232 // ECK3221	G7680
EG12313	yacF	b0102	ECK0102	zapD	EG12313-MONOMER		cell division factor ZapD	cell division factor ZapD // ZapD // YacF	zapD // yacF // b0102 // ECK0102	EG12313
G6486	ycbW	b0946	ECK0937	zapC	G6486-MONOMER		cell division protein ZapC	cell division protein ZapC // ZapC // YcbW	zapC // ycbW // b0946 // ECK0937	G6486
EG11878	yiiU	b3928	ECK3920	zapB	EG11878-MONOMER		cell division factor ZapB	cell division factor ZapB // YiiU // ZapB	zapB // yiiU // b3928 // ECK3920	EG11878
EG12878	ygfE	b2910	ECK2905	zapA	EG12878-MONOMER		cell division protein ZapA	cell division protein ZapA // ZapA // YgfE // cell division factor ZapA, localizes to the cytokinetic ring	zapA // ygfE // b2910 // ECK2905	EG12878
G7752		b3427	ECK3413	yzgL	G7752-MONOMER		putative uncharacterized protein YzgL	putative uncharacterized protein YzgL // YzgL	yzgL // b3427 // ECK3413	G7752
G7802		b3808	ECK3802	yzcX	G7802-MONOMER		protein YzcX	protein YzcX // YzcX	yzcX // b3808 // ECK3802	G7802
G0-17098		b4824	ECK4681	ytjE	MONOMER0-4551		protein YtjE	protein YtjE // YtjE	ytjE // b4824 // ECK4681	G0-17098
EG12164	gpmB	b4395	ECK4387	ytjC	PGAM2-MONOMER		putative phosphatase	putative phosphatase // YtjC // GpmB	ytjC // gpmB // b4395 // ECK4387	EG12164
EG10951	smp	b4387	ECK4379	ytjB	EG10951-MONOMER		probable inner membrane protein Smp	probable inner membrane protein Smp // YtjB // Smp	ytjB // smp // b4387 // ECK4379	EG10951
G0-10475		b4568	ECK4368	ytjA	MONOMER0-2697		DUF1328 domain-containing protein YtjA	DUF1328 domain-containing protein YtjA // YtjA	ytjA // b4568 // ECK4368	G0-10475
G0-17097		b4823	ECK4680	ytiE	MONOMER0-4550		protein YtiE	protein YtiE // YtiE	ytiE // b4823 // ECK4680	G0-17097
G0-16687		b4721	ECK4578	ytiD	MONOMER0-4392		protein YtiD	protein YtiD // YtiD	ytiD // b4721 // ECK4578	G0-16687
G0-16686		b4720	ECK4577	ytiC	MONOMER0-4391		protein YtiC	protein YtiC // YtiC	ytiC // b4720 // ECK4577	G0-16686
G0-17013		b4767	ECK4624	ytiB	MONOMER0-4480		protein YtiB	protein YtiB // YtiB	ytiB // b4767 // ECK4624	G0-17013
G0-16640		b4715	ECK4572	ytiA	MONOMER0-4349		uncharacterized protein YtiA	uncharacterized protein YtiA // YtiA	ytiA // b4715 // ECK4572	G0-16640
G0-17048		b4802	ECK4659	ythB	MONOMER0-4516		protein YthB	protein YthB // YthB	ythB // b4802 // ECK4659	G0-17048
G0-10616		b4655	ECK4434	ythA	MONOMER0-2840		KpLE2 phage-like element; uncharacterized protein YthA	KpLE2 phage-like element; uncharacterized protein YthA // YthA	ythA // b4655 // ECK4434	G0-10616
G0-17096		b4822	ECK4679	ytgB	MONOMER0-4549		protein YtgB	protein YtgB // YtgB	ytgB // b4822 // ECK4679	G0-17096
G0-17046		b4800	ECK4657	ytgA	MONOMER0-4514		protein YtgA	protein YtgA // YtgA	ytgA // b4800 // ECK4657	G0-17046
EG12520		b4230	ECK4225	ytfT	YTFT-MONOMER		galactofuranose ABC transporter putative membrane subunit YtfT	galactofuranose ABC transporter putative membrane subunit YtfT // YtfT	ytfT // b4230 // ECK4225	EG12520
EG12518	ytfS // b4228 // b4229	b4485	ECK4224	ytfR	YTFR-MONOMER		galactofuranose ABC transporter putative ATP binding subunit	galactofuranose ABC transporter putative ATP binding subunit // YtfR // YtfS	ytfR // ytfS // b4228 // b4229 // b4485 // ECK4224	EG12518
EG12517		b4227	ECK4223	ytfQ	YTFQ-MONOMER		galactofuranose ABC transporter periplasmic binding protein	galactofuranose ABC transporter periplasmic binding protein // YtfQ	ytfQ // b4227 // ECK4223	EG12517
G7876		b4222	ECK4218	ytfP	G7876-MONOMER		&gamma;-glutamylamine cyclotransferase family protein YtfP	&gamma;-glutamylamine cyclotransferase family protein YtfP // YtfP	ytfP // b4222 // ECK4218	G7876
G7872		b4217	ECK4213	ytfK	G7872-MONOMER		stringent response modulator YtfK	stringent response modulator YtfK // YtfK // DUF1107 domain-containing protein YtfK	ytfK // b4217 // ECK4213	G7872
G7871	ecfJ	b4216	ECK4212	ytfJ	G7871-MONOMER		PF09695 family protein YtfJ	PF09695 family protein YtfJ // EcfJ // YtfJ	ytfJ // ecfJ // b4216 // ECK4212	G7871
G7870		b4215	ECK4211	ytfI	G7870-MONOMER		protein YtfI	protein YtfI // YtfI	ytfI // b4215 // ECK4211	G7870
G7869		b4212	ECK4208	ytfH	G7869-MONOMER		putative transcriptional regulator YtfH	putative transcriptional regulator YtfH // YtfH	ytfH // b4212 // ECK4208	G7869
G7867		b4210	ECK4206	ytfF	G7867-MONOMER		inner membrane protein YtfF	inner membrane protein YtfF // YtfF	ytfF // b4210 // ECK4206	G7867
G7866	dnrN	b4209	ECK4205	ytfE	G7866-MONOMER		[Fe-S] cluster repair protein YtfE	[Fe-S] cluster repair protein YtfE // YtfE // DnrN // RIC // protein involved in repair of stress-damaged iron-sulfur clusters // high-affinity, low-capacity nitrite reductase // iron-sulfur cluster repair protein YtfE	ytfE // dnrN // b4209 // ECK4205	G7866
G7864		b4206	ECK4202	ytfB	G7864-MONOMER		cell division protein YtfB	cell division protein YtfB // YtfB	ytfB // b4206 // ECK4202	G7864
G7863		b4205	ECK4201	ytfA	G7863-MONOMER		putative transcriptional regulator YtfA	putative transcriptional regulator YtfA // YtfA	ytfA // b4205 // ECK4201	G7863
G0-17099		b4821	ECK4678	ytcB	MONOMER0-4552		protein YtcB	protein YtcB // YtcB	ytcB // b4821 // ECK4678	G0-17099
G0-10608		b4622	ECK4430	ytcA	MONOMER0-2830		putative lipoprotein YtcA	putative lipoprotein YtcA // YtcA	ytcA // b4622 // ECK4430	G0-10608
G0-10657		b4686	ECK4501	yshB	MONOMER0-2884		uncharacterized protein YshB	uncharacterized protein YshB // YshB	yshB // b4686 // ECK4501	G0-10657
G0-17045		b4799	ECK4656	ysgD	MONOMER0-4513		protein YsgD	protein YsgD // YsgD	ysgD // b4799 // ECK4656	G0-17045
G7804		b3830	ECK3824	ysgA	G7804-MONOMER		putative dienelactone hydrolase	putative dienelactone hydrolase // YsgA	ysgA // b3830 // ECK3824	G7804
G0-17044		b4798	ECK4655	ysdE	MONOMER0-4512		protein YsdE	protein YsdE // YsdE	ysdE // b4798 // ECK4655	G0-17044
G0-16751		b4757	ECK4614	ysdD	MONOMER0-4435		protein YsdD	protein YsdD // YsdD	ysdD // b4757 // ECK4614	G0-16751
G0-17039		b4793	ECK4650	ysaE	MONOMER0-4505		protein YsaE	protein YsaE // YsaE	ysaE // b4793 // ECK4650	G0-17039
G0-10467		b4553	ECK3549	ysaB	MONOMER0-2689		putative lipoprotein YsaB	putative lipoprotein YsaB // YsaB	ysaB // b4553 // ECK3549	G0-10467
EG12277	yiaI	b3573	ECK3562	ysaA	EG12277-MONOMER		putative electron transport protein YsaA	putative electron transport protein YsaA // YsaA // YiaI // putative hydrogenase, 4Fe-4S ferredoxin-type component	ysaA // yiaI // b3573 // ECK3562	EG12277
G0-17038		b4792	ECK4649	yriB	MONOMER0-4504		protein YriB	protein YriB // YriB	yriB // b4792 // ECK4649	G0-17038
G0-17037		b4791	ECK4648	yriA	MONOMER0-4503		protein YriA	protein YriA // YriA	yriA // b4791 // ECK4648	G0-17037
G0-10603		b4612	ECK4421	yrhD	MONOMER0-2826		uncharacterized protein YrhD	uncharacterized protein YrhD // YrhD	yrhD // b4612 // ECK4421	G0-10603
G7763		b3446	ECK3430	yrhB	G7763-MONOMER		putative heat shock chaperone	putative heat shock chaperone // YrhB // putative protein with chaperone-like activity	yrhB // b3446 // ECK3430	G7763
G0-17095		b4820	ECK4677	yrfJ	MONOMER0-4548		protein YrfJ	protein YrfJ // YrfJ	yrfJ // b4820 // ECK4677	G0-17095
G7742		b3399	ECK3386	yrfG	G7742-MONOMER		purine nucleotidase	purine nucleotidase // YrfG	yrfG // b3399 // ECK3386	G7742
G0-17130	asarfA	b4846	ECK4703	yrdG	RNA0-441		<i>arfA</i>-derived small regulatory RNA	<i>arfA</i>-derived small regulatory RNA	yrdG // asarfA // b4846 // ECK4703	G0-17130
G7699		b3283	ECK3270	yrdD	G7699-MONOMER		putative DNA topoisomerase	putative DNA topoisomerase // YrdD	yrdD // b3283 // ECK3270	G7699
G7697		b3280	ECK3267	yrdB	G7697-MONOMER		DUF1488 domain-containing protein YrdB	DUF1488 domain-containing protein YrdB // YrdB	yrdB // b3280 // ECK3267	G7697
G7696		b3279	ECK3266	yrdA	G7696-MONOMER		hexapeptide repeats-containing protein YrdA	hexapeptide repeats-containing protein YrdA // YrdA	yrdA // b3279 // ECK3266	G7696
G0-10651		b4685	ECK4500	yrbN	MONOMER0-2878		uncharacterized protein YrbN	uncharacterized protein YrbN // YrbN	yrbN // b4685 // ECK4500	G0-10651
G7667		b3207	ECK3196	yrbL	G7667-MONOMER		protein kinase-like domain-containing protein YrbL	protein kinase-like domain-containing protein YrbL // YrbL	yrbL // b3207 // ECK3196	G7667
EG12802		b3196	ECK3185	yrbG	YRBG-MONOMER		putative transport protein YrbG	putative transport protein YrbG // YrbG	yrbG // b3196 // ECK3185	EG12802
G7646		b3152	ECK3140	yraR	G7646-MONOMER		putative nucleoside-diphosphate-sugar epimerase	putative nucleoside-diphosphate-sugar epimerase // YraR	yraR // b3152 // ECK3140	G7646
G7645		b3151	ECK3139	yraQ	G7645-MONOMER		permease family protein YraQ	permease family protein YraQ // YraQ	yraQ // b3151 // ECK3139	G7645
G7643		b3148	ECK3136	yraN	G7643-MONOMER		PF02021 family protein YraN	PF02021 family protein YraN // YraN	yraN // b3148 // ECK3136	G7643
G7640		b3145	ECK3133	yraK	G7640-MONOMER		putative fimbrial adhesin YraK	putative fimbrial adhesin YraK // YraK	yraK // b3145 // ECK3133	G7640
G7639		b3144	ECK3132	yraJ	G7639-MONOMER		putative fimbrial usher protein YraJ	putative fimbrial usher protein YraJ // YraJ	yraJ // b3144 // ECK3132	G7639
G7638		b3143	ECK3131	yraI	G7638-MONOMER		putative fimbrial chaperone YraI	putative fimbrial chaperone YraI // YraI	yraI // b3143 // ECK3131	G7638
G7637		b3142	ECK3130	yraH	G7637-MONOMER		putative fimbrial protein YraH	putative fimbrial protein YraH // YraH	yraH // b3142 // ECK3130	G7637
G7614		b3100	ECK3091	yqjK	G7614-MONOMER		PF13997 family protein YqjK	PF13997 family protein YqjK // YqjK	yqjK // b3100 // ECK3091	G7614
G7616		b3102	ECK3093	yqjG	G7616-MONOMER		glutathionyl-hydroquinone reductase YqjG	glutathionyl-hydroquinone reductase YqjG // YqjG // S-glutathionyl-(chloro)hydroquinone reductase	yqjG // b3102 // ECK3093	G7616
G7615		b3101	ECK3092	yqjF	G7615-MONOMER		DoxX family protein	DoxX family protein // YqjF	yqjF // b3101 // ECK3092	G7615
G7613		b3099	ECK3090	yqjE	G7613-MONOMER		inner membrane protein YqjE	inner membrane protein YqjE // YqjE	yqjE // b3099 // ECK3090	G7613
G7612		b3098	ECK3089	yqjD	G7612-MONOMER		ribosome- and membrane-associated DUF883 domain-containing protein YqjD	ribosome- and membrane-associated DUF883 domain-containing protein YqjD // YqjD // ribosome modulation factor	yqjD // b3098 // ECK3089	G7612
G7611		b3097	ECK3088	yqjC	G7611-MONOMER		DUF1090 domain-containing protein YqjC	DUF1090 domain-containing protein YqjC // YqjC	yqjC // b3097 // ECK3088	G7611
G7609	ecfL	b3095	ECK3086	yqjA	G7609-MONOMER		DedA family protein YqjA	DedA family protein YqjA // EcfL // YqjA	yqjA // ecfL // b3095 // ECK3086	G7609
G0-17033		b4787	ECK4644	yqiM	MONOMER0-4499		protein YqiM	protein YqiM // YqiM	yqiM // b4787 // ECK4644	G0-17033
G7589		b3051	ECK3040	yqiK	G7589-MONOMER		flotillin family inner membrane protein YqiK	flotillin family inner membrane protein YqiK // YqiK	yqiK // b3051 // ECK3040	G7589
G7588		b3050	ECK3039	yqiJ	G7588-MONOMER		DUF1449 domain-containing inner membrane protein YqiJ	DUF1449 domain-containing inner membrane protein YqiJ // YqiJ	yqiJ // b3050 // ECK3039	G7588
G7587		b3048	ECK3037	yqiI	G7587-MONOMER		putative fimbrial protein YqiI	putative fimbrial protein YqiI // YqiI	yqiI // b3048 // ECK3037	G7587
G7586		b3047	ECK3036	yqiH	G7586-MONOMER		putative fimbrial chaperone YqiH	putative fimbrial chaperone YqiH // YqiH	yqiH // b3047 // ECK3036	G7586
G0-16750		b4756	ECK4613	yqiD	MONOMER0-4434		protein YqiD	protein YqiD // YqiD	yqiD // b4756 // ECK4613	G0-16750
G7580	yzzH	b3033	ECK3024	yqiB	G7580-MONOMER		DUF1249 domain-containing protein YqiB	DUF1249 domain-containing protein YqiB // YzzH // YqiB	yqiB // yzzH // b3033 // ECK3024	G7580
G7578	yzzI	b3031	ECK3022	yqiA	G7578-MONOMER		esterase YqiA	esterase YqiA // YzzI // YqiA	yqiA // yzzI // b3031 // ECK3022	G7578
G0-17032		b4786	ECK4643	yqhJ	MONOMER0-4498		protein YqhJ	protein YqhJ // YqhJ	yqhJ // b4786 // ECK4643	G0-17032
G0-16749		b4755	ECK4612	yqhI	MONOMER0-4433		protein YqhI	protein YqhI // YqhI	yqhI // b4755 // ECK4612	G0-16749
G7567		b3014	ECK3006	yqhH	G7567-MONOMER		lipoprotein YqhH	lipoprotein YqhH // YqhH	yqhH // b3014 // ECK3006	G7567
G7566	yqhF	b3013	ECK3005	yqhG	G7566-MONOMER		DUF3828 domain-containing protein YqhG	DUF3828 domain-containing protein YqhG // YqhF // YqhG	yqhG // yqhF // b3013 // ECK3005	G7566
G7564		b3011	ECK3003	yqhD	G7564-MONOMER		NADPH-dependent aldehyde reductase YqhD	NADPH-dependent aldehyde reductase YqhD // YqhD	yqhD // b3011 // ECK3003	G7564
G7563		b3010	ECK3002	yqhC	G7563-MONOMER		DNA-binding transcriptional activator YqhC	DNA-binding transcriptional activator YqhC // YqhC // YqhC	yqhC // b3010 // ECK3002	G7563
G7559		b3002	ECK2996	yqhA	G7559-MONOMER		UPF0114 family protein YqhA	UPF0114 family protein YqhA // YqhA	yqhA // b3002 // ECK2996	G7559
G0-17031		b4785	ECK4642	yqgH	MONOMER0-4497		protein YqgH	protein YqgH // YqgH	yqgH // b4785 // ECK4642	G0-17031
G0-17030		b4784	ECK4641	yqgG	MONOMER0-4496		protein YqgG	protein YqgG // YqgG	yqgG // b4784 // ECK4641	G0-17030
G7525		b2949	ECK2944	yqgF	G7525-MONOMER		ribonuclease H-like domain-containing nuclease	ribonuclease H-like domain-containing nuclease // YqgF // putative pre-16S rRNA nuclease // DNA damage response protein YqgF	yqgF // b2949 // ECK2944	G7525
G7524		b2948	ECK2943	yqgE	G7524-MONOMER		DUF179 domain-containing protein YqgE	DUF179 domain-containing protein YqgE // YqgE	yqgE // b2948 // ECK2943	G7524
G7523		b2941	ECK2936	yqgD	G7523-MONOMER		DUF2684 domain-containing protein YqgD	DUF2684 domain-containing protein YqgD // YqgD	yqgD // b2941 // ECK2936	G7523
G7522		b2940	ECK2935	yqgC	G7522-MONOMER		protein YqgC	protein YqgC // YqgC	yqgC // b2940 // ECK2935	G7522
G7521		b2939	ECK2934	yqgB	G7521-MONOMER		acid stress response protein YqgB	acid stress response protein YqgB // YqgB	yqgB // b2939 // ECK2934	G7521
G7534		b2966	ECK2961	yqgA	G7534-MONOMER		DUF554 domain-containing protein YqgA	DUF554 domain-containing protein YqgA // YqgA	yqgA // b2966 // ECK2961	G7534
G0-16748		b4754	ECK4611	yqfI	MONOMER0-4432		protein YqfI	protein YqfI // YqfI	yqfI // b4754 // ECK4611	G0-16748
G0-16747		b4753	ECK4610	yqfH	MONOMER0-4431		protein YqfH	protein YqfH // YqfH	yqfH // b4753 // ECK4610	G0-16747
G0-10656		b4684	ECK4499	yqfG	MONOMER0-2883		uncharacterized protein YqfG	uncharacterized protein YqfG // YqfG	yqfG // b4684 // ECK4499	G0-10656
G7513		b2900	ECK2895	yqfB	G7513-MONOMER		<i>N</i><sup>4</sup>-acetylcytidine amidohydrolase	<i>N</i><sup>4</sup>-acetylcytidine amidohydrolase // YqfB // ASCH domain-containing protein YqfB	yqfB // b2900 // ECK2895	G7513
G0-10650		b4683	ECK4498	yqeL	MONOMER0-2877		uncharacterized protein YqeL	uncharacterized protein YqeL // YqeL	yqeL // b4683 // ECK4498	G0-10650
G7469		b2849	ECK2847	yqeK	G7469-MONOMER		protein YqeK	protein YqeK // YqeK	yqeK // b2849 // ECK2847	G7469
G7468		b2848	ECK2846	yqeJ	G7468-MONOMER		protein YqeJ	protein YqeJ // YqeJ	yqeJ // b2848 // ECK2846	G7468
G7467		b2847	ECK2845	yqeI	G7467-MONOMER		putative transcriptional regulator YqeI	putative transcriptional regulator YqeI // YqeI	yqeI // b2847 // ECK2845	G7467
G7466		b2846	ECK2844	yqeH	G7466-MONOMER		putative LuxR family transcriptional regulator YqeH	putative LuxR family transcriptional regulator YqeH // YqeH	yqeH // b2846 // ECK2844	G7466
G7465		b2845	ECK2843	yqeG	B2845-MONOMER		putative transporter YqeG	putative transporter YqeG // YqeG	yqeG // b2845 // ECK2843	G7465
G7464		b2844	ECK2842	yqeF	G7464-MONOMER		putative acyltransferase	putative acyltransferase // YqeF	yqeF // b2844 // ECK2842	G7464
G7495		b2876	ECK2872	yqeC	G7495-MONOMER		uncharacterized protein YqeC	uncharacterized protein YqeC // YqeC	yqeC // b2876 // ECK2872	G7495
G7494		b2875	ECK2871	yqeB	G7494-MONOMER		XdhC-CoxI family protein YqeB	XdhC-CoxI family protein YqeB // YqeB // conserved protein with NAD(P)-binding Rossman fold YqeB	yqeB // b2875 // ECK2871	G7494
G7493		b2874	ECK2870	yqeA	G7493-MONOMER		putative amino acid kinase YqeA	putative amino acid kinase YqeA // YqeA	yqeA // b2874 // ECK2870	G7493
G0-10655		b4682	ECK4497	yqcG	MONOMER0-2882		cell envelope stress response protein YqcG	cell envelope stress response protein YqcG // YqcG // small protein involved in the cell envelope stress response	yqcG // b4682 // ECK4497	G0-10655
EG13174	yqcF	b2775	ECK2769	yqcE	B2775-MONOMER		putative transport protein YqcE	putative transport protein YqcE // YqcF // YqcE	yqcE // yqcF // b2775 // ECK2769	EG13174
G7450		b2792	ECK2786	yqcC	G7450-MONOMER		DUF446 domain-containing protein YqcC	DUF446 domain-containing protein YqcC // YqcC	yqcC // b2792 // ECK2786	G7450
G7448		b2790	ECK2784	yqcA	G7448-MONOMER		putative flavodoxin YqcA	putative flavodoxin YqcA // YqcA	yqcA // b2790 // ECK2784	G7448
G7396		b2666	ECK2660	yqaE	G7396-MONOMER		Pmp3 family protein YqaE	Pmp3 family protein YqaE // YqaE	yqaE // b2666 // ECK2660	G7396
G7408		b2690	ECK2685	yqaB	G7408-MONOMER		fructose-1-phosphate phosphatase YqaB	fructose-1-phosphate phosphatase YqaB // YqaB // HAD6 // fructose-1-phosphatase	yqaB // b2690 // ECK2685	G7408
G7407		b2689	ECK2684	yqaA	G7407-MONOMER		DedA family protein YqaA	DedA family protein YqaA // YqaA	yqaA // b2689 // ECK2684	G7407
G7370		b2635	ECK2631	ypjK	G7370-MONOMER		CP4-57 prophage; uncharacterized protein YpjK	CP4-57 prophage; uncharacterized protein YpjK // YpjK // CP4-57 prophage; putative inner membrane protein	ypjK // b2635 // ECK2631	G7370
G0-10464	lfgC	b4548	ECK2641	ypjJ	MONOMER0-2686		CP4-57 prophage; DUF987 domain-containing protein YpjJ	CP4-57 prophage; DUF987 domain-containing protein YpjJ // LfgC // YpjJ	ypjJ // lfgC // b4548 // ECK2641	G0-10464
G7381	lfgE	b2646	ECK2643	ypjF	G7381-MONOMER		CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system	CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system // LfgE // YpjF	ypjF // lfgE // b2646 // ECK2643	G7381
G7355		b2611	ECK2608	ypjD	G7355-MONOMER		cytochrome <i>c</i> assembly family protein	cytochrome <i>c</i> assembly family protein // YpjD	ypjD // b2611 // ECK2608	G7355
G7385		b2650	ECK2647	ypjC	G7385-MONOMER		DUF5507 domain-containing protein YpjC	DUF5507 domain-containing protein YpjC // YpjC	ypjC // b2650 // ECK2647	G7385
G7384		b2649	ECK2646	ypjB	G7384-MONOMER		DUF5508 domain-containing protein YpjB	DUF5508 domain-containing protein YpjB // YpjB	ypjB // b2649 // ECK2646	G7384
G7382		b2647	ECK2644	ypjA	G7382-MONOMER		adhesin-like autotransporter YpjA	adhesin-like autotransporter YpjA // YpjA	ypjA // b2647 // ECK2644	G7382
G7344		b2550	ECK2547	yphH	G7344-MONOMER		putative DNA-binding transcriptional regulator, NAGC-like	putative DNA-binding transcriptional regulator, NAGC-like // YphH	yphH // b2550 // ECK2547	G7344
G7343		b2549	ECK2546	yphG	G7343-MONOMER		DUF5107 domain-containing protein YphG	DUF5107 domain-containing protein YphG // YphG	yphG // b2549 // ECK2546	G7343
G7342		b2548	ECK2545	yphF	G7342-MONOMER		putative ABC transporter periplasmic binding protein YphF	putative ABC transporter periplasmic binding protein YphF // YphF	yphF // b2548 // ECK2545	G7342
G7341		b2547	ECK2544	yphE	YPHE-MONOMER		putative ABC transporter ATP-binding protein YphE	putative ABC transporter ATP-binding protein YphE // YphE	yphE // b2547 // ECK2544	G7341
G7340		b2546	ECK2543	yphD	YPHD-MONOMER		putative ABC transporter membrane subunit YphD	putative ABC transporter membrane subunit YphD // YphD	yphD // b2546 // ECK2543	G7340
G7339		b2545	ECK2542	yphC	YPHC-MONOMER		putative zinc-binding dehydrogenase YphC	putative zinc-binding dehydrogenase YphC // YphC // putative oxidoreductase, Zn-dependent and NAD(P)-binding	yphC // b2545 // ECK2542	G7339
G7338		b2544	ECK2541	yphB	G7338-MONOMER		putative aldose 1-epimerase YphB	putative aldose 1-epimerase YphB // YphB // putative sulfoquinovose mutarotase YphB	yphB // b2544 // ECK2541	G7338
G7337		b2543	ECK2540	yphA	G7337-MONOMER		putative inner membrane protein	putative inner membrane protein // YphA	yphA // b2543 // ECK2540	G7337
G0-10463		b4547	ECK2468	ypfN	MONOMER0-2685		PF13980 family protein YpfN	PF13980 family protein YpfN // YpfN // UPF0370 protein YpfN	ypfN // b4547 // ECK2468	G0-10463
G0-8888		b4606	ECK4415	ypfM	MONOMER0-762		uncharacterized protein YpfM	uncharacterized protein YpfM // YpfM	ypfM // b4606 // ECK4415	G0-8888
G7298		b2475	ECK2471	ypfJ	G7298-MONOMER		uncharacterized protein YpfJ	uncharacterized protein YpfJ // YpfJ	ypfJ // b2475 // ECK2471	G7298
G7296		b2473	ECK2469	ypfH	G7296-MONOMER		esterase YpfH	esterase YpfH // YpfH	ypfH // b2473 // ECK2469	G7296
G7295		b2466	ECK2461	ypfG	G7295-MONOMER		DUF1176 domain-containing protein YpfG	DUF1176 domain-containing protein YpfG // YpfG	ypfG // b2466 // ECK2461	G7295
G0-17094		b4819	ECK4676	ypeD	MONOMER0-4547		protein YpeD	protein YpeD // YpeD	ypeD // b4819 // ECK4676	G0-17094
